Sample,Layer (sm),Mechanical composition,CF (%),Soil Density (g/cm³),pH,EC (mS/cm),N (mg/kg),P (mg/kg),K (mg/kg),Humus (%),Mg (mg/kg),S (mg/kg),Zn (mg/kg),Mn (mg/kg),B (mg/kg),Fe (mg/kg),Cu (mg/kg),Crop
NMNX-265,20-40,Loamy,21.4,1.3715595911924,5.17,0.629,108.75369532912,15.811389810512,129.06240744379,0.68096585823668,57.135511149481,7.2454337869683,1.0131687315606,10.884955978666,0.42241514045412,13.089729266357,1.2193716330758,Carrot
NTXM-275,0-20,Clay,15.7,1.4267080878183,6.17,1.15,7.6642720927403,6.6881732545236,85.249377982735,0.55796461055668,162.99402770194,7.2357325021711,11.35710103205,155.42741404583,0.81399283567025,147.70749201801,10.973963385248,Wheat
NTXM-277,0-20,Clay,18.4,1.4455353874613,5.73,1.23521,98.897481692703,76.622881474313,227.59011500208,2.2083856980529,157.7487499474,16.658131340412,45.834129737436,65.251493437847,0.81071789415825,204.00277509309,12.277120250694,Potato
NMNT-270,0-20,Sand,23.7,1.3294401226698,5.93,3.2,94.216322594738,70.598396531335,146.72511070167,1.9492352664822,123.8562796177,23.387884171443,26.17882255892,124.60163218049,0.92706164951599,111.7443075473,14.124203621172,Potato
NMNX-270,0-20,Clay,25.5,1.3201975201123,5.21,1.707,100.10052607896,53.601146150757,203.52212257851,1.2142325418507,95.976129391597,17.951307063712,29.467198357813,75.201715711487,0.63299632923187,51.641730744802,8.0520591941263,Pepper
NMNX-32321,40-60,Clay,26,1.4463071718263,5.9,0.455,78.135923739359,59.237257645213,150.95929871283,0.91511315761263,115.23600009273,13.98362915202,34.176476027075,74.379291537502,0.4991931803133,156.63883229469,,Bean
NTTM-244,0-20,Loamy,30.2,1.0938513700655,5.55,1.199,185.69488811497,41.870855351124,125.41104201331,1.4001178233176,64.662908130226,17.006193124468,4.9132186035434,15.593592028259,0.75648852472479,19.096631129765,2.6425134545372,Carrot
NMNX-269,20-40,Clay,25.3,1.4830293754991,5.34,0.858,23.634835143631,17.37660167474,118.7643565101,0.99308147233493,165.64782961269,16.30588252188,44.862637666614,58.90641459496,0.55492307944529,88.749365472766,13.818428153565,Cotton
NTXM-280,40-60,Clay,23.7,1.4417229987459,6.24,0.628,159.22045112949,78.564614337602,197.76529941122,2.1174115896071,88.901304281569,27.757018649691,49.404310754563,136.00921047985,0.75495660433829,144.80344137062,12.539679875053,Corn
NTXM-281,40-60,Loamy,19.3,1.389816509071,4.88,0.827,121.49487418576,17.926237493077,90.321052712686,,70.672195885713,17.523820735301,2.7226530932355,12.008348292799,0.76821346308685,13.759360370711,1.5410294821125,Carrot
NTXM-282,20-40,Clay,30.3,,6.14,1.006,150.4154130233,67.642080043812,246.73402389346,2.0529272250637,142.46779688884,22.520108532285,62.446439001596,88.681222994989,0.74070313147179,203.60357598562,17.825337539006,Corn
NTXM-284,20-40,Loamy,25,1.3254444030849,6.21,0.761,81.987137869202,23.28034256177,91.372739268502,2.2946417556513,131.21689413793,24.231902469765,34.752442121252,31.190419250296,0.24927333227928,101.05972049284,10.748327963295,Potato
NMNX-271,20-40,Gill,24.4,1.3145876858802,5.27,0.413,129.57141874956,51.368024467436,209.00585267264,2.2625552407897,170.90516871094,32.140214161542,47.909651702493,127.01928117318,1.7787324424934,195.84886329851,14.078890796855,Corn
NTTM-242,20-40,Gill,17.3,1.4129596589381,5.31,0.377,115.18020240706,25.191624021982,131.97958612621,0.48638635684873,31.127690596513,,1.4648895491716,12.45032394677,0.50492690454772,10.449952290667,1.4371461457636,Carrot
NMNX-32809,20-40,Loamy,22.2,1.4860304089195,5.67,0.448,114.35207305493,33.642268358803,88.425492480177,0.85402800299362,67.603776020249,8.5701096330002,1.4058399412031,8.2031217346749,0.50414227632066,13.527026383129,1.3186661067377,Carrot
NTTM-246,0-20,Clay,26.9,1.2648460927289,5.97,0.753,24.997565049495,19.33506644903,113.90359343341,1.7389959400955,169.15179313159,12.571319635734,43.636339362706,81.800494630817,0.94789008890717,110.9917905076,16.330049715791,Cotton
NTTM-240,20-40,Loamy,31.9,1.4346589087137,5.71,0.895,,21.170782038551,134.83562278656,1.4764485526677,135.54392921214,12.54764250062,24.190542562848,115.90694655539,0.74277780747276,99.436948566327,14.523365314954,Cotton
NMNX-33048,40-60,Clay,16.8,1.4910732572064,6.06,0.564,111.92724532265,78.416039075927,167.37515391417,1.2651205375723,149.17418337647,11.907108639022,18.563455013408,71.438958821471,0.40892542837469,56.728330106255,9.7057771568266,Pepper
NTXM-282,0-20,Clay,20.3,1.2885455416835,6.86,1.351,27.079573818663,18.126602370616,143.92879584508,1.2882219043041,200.74914224933,14.11215406154,,321.66343074893,1.0368681305421,219.88574950825,16.675592690713,Potato
NMNT-275,0-20,Silt,25.4,1.1136241427684,5.5,1.739,181.21544333916,95.82026244514,234.47311909814,2.9115105175617,143.61296323993,29.945907405753,66.11775942417,93.84624069981,1.3588711609649,216.72067903577,22.857324380324,Corn
NMNX-33415,0-20,Clay,16.9,1.1614444652069,4.8,0.584,,61.497979036729,253.53356530488,2.310603432449,159.73487506089,39.559571916551,67.432000960475,184.12702683229,1.0844134264451,255.90564001028,24.820191913552,Corn
TSPD-2138,20-40,Clay,19,1.3539602806635,6.3,1.491,121.01336066971,52.222200967723,195.50623374316,1.6363481580965,123.28167801975,12.874253225279,41.909955741514,135.19980284786,0.66890279364254,63.731512556396,8.3355628226908,Corn
NTXM-283,20-40,Clay,22.3,1.471346524013,6.81,1.312,14.903646080981,8.3171310208519,73.826449759872,0.76401446229659,193.91126355971,,26.361441305457,179.87756102059,1.3755689003851,104.96530501992,,Wheat
NMNX-33292,0-20,Loamy,21.5,1.5647577969588,6.04,1.848,17.489004290072,14.877123762642,97.72438533523,0.72291451593889,141.60858827833,13.671269900132,18.617482184213,44.367466008375,0.55551121201434,101.34640078644,7.3854506762611,Cotton
NMNT-277,0-20,Gill,17.6,,5.15,0.885,95.60533292303,53.402264064122,93.357273186949,2.4366312126359,125.6951553566,14.070291365231,12.033806573849,25.0751937973,0.49053619565274,,4.4369459814818,Potato
NTXM-285,0-20,Silt,22,,5.73,1.485,151.31971178111,42.071066480048,173.4136257235,2.1775214775353,80.098490713321,29.461967265924,27.271154864305,148.95172645951,0.82871397026179,86.925060132339,12.614500370188,Potato
NTTM-248,0-20,Clay,15.8,,5.13,1.169,180.6758928569,96.179490811614,236.76963330153,2.9055285737422,153.05527573283,38.592995106958,30.457603671072,84.885536200039,0.85644978725931,164.04633778438,10.891902546334,Corn
Karta-249,0-20,Loamy,26.4,,6.19,1.145,128.76817624038,36.450187814281,105.06626566261,0.81413620823337,78.559009151267,17.25380886628,3.8481291581805,10.040311545703,0.77589505168552,16.281298661481,1.48202448592,Carrot
NTTM-245,0-20,Loamy,26.9,,4.99,0.676,82.942100449737,,,,170.59279635244,15.40667551823,43.722230754948,134.38586852095,0.81767501631946,185.14261098443,19.188976116511,Bean
NMNX-33412,0-20,Loamy,31.9,,5.62,0.941,156.30012575502,,,,121.54308936514,27.435599344939,42.26607047325,102.33234805469,0.82355083717735,117.66444856948,8.3835675159542,Potato
NMNX-277,0-20,Clay,16.8,,5.2,0.768,60.22376987143,66.757190001028,136.81629530107,1.8904633460895,173.11862669579,14.889424527298,49.332136864639,139.40846575813,0.87101178668146,196.57352430387,16.187351621973,Bean
NMNX-33414,0-20,Loamy,20.3,1.2079936857754,5.88,1.217,24.00539961819,13.470679673517,141.55074456291,1.2852993863479,250.55302938826,14.258015090197,61.754111912381,298.79547450385,1.0529030439485,164.28464195724,16.024738627473,Wheat
NMNX-33657,40-60,Clay,25.4,1.403900887603,5.58,0.567,18.288368113559,12.558929831264,127.10471422174,0.9134731595708,84.940329169662,14.991869919957,15.120722214282,92.702266285007,0.70228756268893,136.22610055623,15.488185716687,Cotton
NMNX-33899,40-60,Loamy,16.9,1.2670488210637,5.91,2.289,156.30333297068,,82.337295715363,0.82795979149305,70.578103376647,22.782561794819,1.7349283564969,,,14.101488177625,1.3585546719176,Carrot
TSPD-2138,40-60,Loamy,19,1.4629254104208,5.81,1.474,76.294492089111,56.267032763582,85.290430255582,1.5766010368068,143.91859712395,15.623322023252,28.043542134738,,0.44890910813532,93.131146300536,7.1535340761378,Bean
NMNX-34262,20-40,Gill,22.3,1.3666183996701,5.21,0.437,24.697070253585,20.631648201234,120.95171590653,1.0880461842697,179.13733433273,10.027719239999,35.632937423532,,0.57742537494309,179.37250619024,14.325022101483,Cotton
NMNX-34383,20-40,Loamy,21.5,1.3731753361065,6.18,1.64,109.97602590565,69.974297705913,173.5381053291,2.9259704850258,162.1524558181,26.917360220006,22.306271513981,151.28529153441,0.697857347968,103.54672970411,11.491709511955,Potato
NMNX-33772,20-40,Loamy,17.6,1.394126943296,5.77,1.927,24.707945919903,17.910714183009,124.73054821828,1.1823799665575,195.6575796441,14.954535602277,49.73272191075,125.94756648988,1.3822014270543,122.49252137431,14.765487809677,Wheat
NMNX-274,20-40,Clay,21.5,1.5037857587045,5.21,0.978,45.681904097012,45.60178876187,70.927552217515,1.2426977601029,137.37355696731,9.395387163509,26.139266686746,83.709222485534,0.56244959689537,104.1696455396,2.1408377593717,Bean
NTXM-288,0-20,Clay,22.7,1.2286367956898,7.14,0.338,131.77404963267,87.545323379033,240.77507873292,1.5819085644194,127.45787896689,26.590434757247,30.02518543711,123.90401243045,0.60630292252635,,12.421880917737,Pepper
