Sample,Layer (sm),Mechanical composition,CF (%),Soil Density (g/cm³),pH,EC (mS/cm),N (mg/kg),P (mg/kg),K (mg/kg),Humus (%),Mg (mg/kg),S (mg/kg),Zn (mg/kg),Mn (mg/kg),B (mg/kg),Fe (mg/kg),Cu (mg/kg),Microorganisms (CFU/g),Crop
NMNT-269,20-40,Loamy,,1.4985995033724,6.5447642546347,1.510924590002,126.67060495176,19.168886088831,84.736031043894,0.72875538956132,48.167142176022,8.3057423758867,2.8010194117386,13.313069461314,0.5858332210974,13.608883601309,1.1377203746331,115769,Carrot
NTTM-238,20-40,Clay,,1.3081371602112,6.2521911439071,1.537368811594,50.635328790946,44.304317340872,122.71249718756,1.0548093392209,157.71885660767,12.951056404092,35.105520906403,106.39848918376,0.62303512742134,170.76961402753,12.679458157539,5480347,Bean
NMNX-31718,20-40,Clay,,1.4854046100654,7.7541136003099,1.3408233746794,66.168204565008,60.745932381764,218.55616824669,2.3847506751573,126.55359442285,17.724711663578,22.314235805934,46.315318120278,0.80759143583444,197.04198735703,6.2208056213652,7978069,
NMNX-31839,20-40,Clay,,1.4553640799393,6.9793147295212,1.5050410479158,129.35146072209,65.346772629188,213.91629184079,2.3623150151592,92.88026619491,16.764095143833,35.787366675494,69.089250385729,0.20768777806366,120.15164201833,16.229019614293,19420318,Corn
NTXM-277,0-20,Clay,,1.3965023815638,6.7040736489762,3.1406835051392,22.014507724441,24.447721743832,143.46827459092,1.1510642737092,175.07697232559,18.836642397803,32.915637528167,105.9826683645,0.64888994040334,141.84867229306,10.710783175756,50647757,Cotton
NMNX-269,20-40,Clay,22.972393871629,1.4618184968255,8.1415979755425,1.5235332507447,11.885872221798,10.779700231778,78.454208457199,0.51493054297731,108.6955129226,12.890712646952,38.223935153529,150.16587284634,0.59773582142619,65.560466490647,10.229446989705,76323,Wheat
NTXM-278,40-60,Gill,27.517238132126,,7.9667592865855,2.2813381464239,11.974943218204,6.5527034353094,124.36948805677,0.62288782102611,208.2040915707,13.038195948133,,83.300967257663,1.2652612085818,176.8584873327,13.827268429467,330814,Wheat
NMNT-270,40-60,Sand,23.447895063703,1.3264207297172,6.7011943641308,1.4482249401347,108.60450932754,66.70580529716,170.46688190242,1.1289924746648,103.51171583929,18.665517195517,39.199196921511,66.941713594387,0.40029940761921,52.157171807134,9.1003726951191,128517,Pepper
NTTM-239,20-40,Clay,19.368037065489,1.3805226780605,6.5704887008576,2.05277667899,107.16026854554,62.109638165278,141.06981384283,1.2797267075685,137.35050981263,6.5907349031496,33.173824798995,58.879645707227,0.63697137950451,43.93538252359,5.8912986275592,500657,Pepper
NMNX-31719,20-40,Clay,25.170808012659,1.3454421826878,6.37377698472,1.8349515019523,59.117913981841,51.053172353921,175.5430541679,1.5803855299996,112.21092648359,11.63784273032,22.012414018109,92.613402818003,0.53313970469236,122.62072592392,10.199943886508,32051479,Bean
NMNX-31840,0-20,Loamy,23.2713198721,1.1033501282762,6.5633860457058,1.2631148153206,180.7829568914,49.975862724791,130.75773821932,1.3739822972973,68.729639868226,25.116921128973,2.9522057105197,15.233874792805,0.67774840780626,22.011862368769,2.7703479931029,,Carrot
NTXM-278,40-60,Clay,27.867710119907,1.4467008033657,8.0368592569541,1.5906863305073,15.147110264266,11.71349718639,149.25538991791,1.0772423031402,214.94639485297,11.853159199522,53.986320449417,84.508441705291,0.64243064637504,100.2519296989,12.249905711077,348213,Wheat
NMNX-270,20-40,Clay,28.426600353696,1.6407575938305,8.0700656581203,2.7022881045444,14.86549789584,10.632548452856,98.666904945527,0.77328459204942,75.383201589973,8.5908110257765,26.183781163484,73.575235351407,0.38392584911927,135.93819168147,11.572509226581,104350,Cotton
NTXM-279,40-60,Clay,23.851380786828,1.3618501562751,6.4128330059266,1.9117034532457,61.335943219378,47.409801926255,135.77978880734,1.4265515388584,159.86539151713,9.2746513463582,29.312690139434,43.473452743425,0.68633493292806,93.804341368615,13.476676517065,1250243,Bean
NMNT-271,20-40,Gill,27.989389559902,1.5691821663324,8.5533831601474,3.8821336780176,17.314260097684,15.671755599404,83.758586116241,0.59870806879342,82.073637266988,9.6919448664905,14.543043073507,36.326859275927,0.66620932476428,52.88983436857,13.175359435397,,Cotton
NTTM-240,20-40,Clay,25.969003361504,1.4229061890109,7.1592467497406,2.9686149921432,20.426538575477,18.547713174667,113.50838908965,1.4879229120776,108.02370958347,16.142483700571,20.95753222286,63.430380387863,0.89132571105565,112.48912466739,6.0675449653921,12863516,Cotton
NMNX-31720,0-20,Sand,27.610570022574,1.1281022473413,6.6557913887778,1.4018630113391,197.64522109263,45.607240688284,160.23801176071,,61.268953354724,25.770852745784,4.3939916293291,13.623836628707,0.8755509513346,19.447982774379,2.1902041132661,3286351,Carrot
NMNX-31841,0-20,Clay,32.327324335732,1.2046515994975,6.2906429711317,1.030186677963,164.46880813351,86.425571425494,289.47093766565,2.68265853976,177.50842790413,27.205099466399,53.787956620379,199.5792542264,0.93971461137619,201.24888832234,13.49502779256,161875796,Corn
TSPD-2132,0-20,Clay,30.015927504505,1.2314361919801,7.4329571519934,1.2915836811011,24.115575869326,17.236039407822,133.52194230499,1.0944380441952,216.31122893474,19.011065398513,40.299712732124,224.33133365281,1.4359937049331,159.98833900713,13.876514955327,13165680,Wheat
NMNX-32810,0-20,Silt,,1.2898359626516,7.2745632747966,3.1275858415335,24.565589987524,22.113902369487,144.30983452495,1.5898682471256,189.96711949857,15.706229178133,31.58528164412,131.01501959067,0.95740885455128,109.51846599276,17.618702977771,17302590,Cotton
NMNX-265,20-40,Loamy,20.279284537501,1.3715595911924,6.8118640778537,1.8190720687624,108.75369532912,15.811389810512,129.06240744379,0.68096585823668,57.135511149481,7.2454337869683,1.0131687315606,10.884955978666,0.42241514045412,13.089729266357,1.2193716330758,123493,Carrot
NTXM-275,,Clay,23.560139748903,1.4267080878183,8.1151576162796,1.5319996545755,7.6642720927403,6.6881732545236,85.249377982735,0.55796461055668,162.99402770194,7.2357325021711,11.35710103205,155.42741404583,0.81399283567025,147.70749201801,10.973963385248,584398,Wheat
NTXM-277,,Clay,25.620907697728,1.4455353874613,7.3745472117889,1.3863127135326,98.897481692703,76.622881474313,227.59011500208,2.2083856980529,157.7487499474,16.658131340412,45.834129737436,65.251493437847,0.81071789415825,204.00277509309,12.277120250694,13529221,
NMNT-270,,Sand,24.743277529913,1.3294401226698,6.6508293039647,1.5955237832059,94.216322594738,70.598396531335,146.72511070167,1.9492352664822,123.8562796177,23.387884171443,26.17882255892,124.60163218049,0.92706164951599,111.7443075473,14.124203621172,529474,Potato
NMNX-270,,Clay,21.442960278738,1.3201975201123,6.5413288554342,1.5605495154276,100.10052607896,53.601146150757,203.52212257851,1.2142325418507,95.976129391597,17.951307063712,29.467198357813,75.201715711487,0.63299632923187,51.641730744802,8.0520591941263,3116009,Pepper
NMNX-32321,40-60,Clay,22.272175721366,1.4463071718263,6.8998788525237,1.231130203862,78.135923739359,59.237257645213,150.95929871283,0.91511315761263,115.23600009273,13.98362915202,34.176476027075,74.379291537502,0.4991931803133,156.63883229469,,441068,Bean
NTTM-244,0-20,Loamy,24.395609580933,1.0938513700655,6.0909726546197,1.0039368557561,185.69488811497,41.870855351124,125.41104201331,1.4001178233176,64.662908130226,17.006193124468,4.9132186035434,15.593592028259,0.75648852472479,19.096631129765,2.6425134545372,694444,Carrot
NMNX-269,20-40,Clay,30.289106474809,1.4830293754991,7.0517683919494,2.3248395113099,23.634835143631,17.37660167474,118.7643565101,0.99308147233493,165.64782961269,16.30588252188,44.862637666614,58.90641459496,0.55492307944529,88.749365472766,13.818428153565,6239696,Cotton
NTXM-280,40-60,Clay,24.601787935408,1.4417229987459,6.6250867471167,1.7547701210128,159.22045112949,78.564614337602,197.76529941122,2.1174115896071,88.901304281569,27.757018649691,49.404310754563,136.00921047985,0.75495660433829,144.80344137062,12.539679875053,12877004,Corn
NTXM-281,40-60,Loamy,18.595860191946,1.389816509071,6.6533426217519,1.3890958612037,121.49487418576,17.926237493077,90.321052712686,,70.672195885713,17.523820735301,2.7226530932355,12.008348292799,0.76821346308685,13.759360370711,1.5410294821125,238807,Carrot
NTXM-282,20-40,Clay,30.42710452145,,7.2123822626616,1.1411109080788,150.4154130233,67.642080043812,246.73402389346,2.0529272250637,142.46779688884,22.520108532285,62.446439001596,88.681222994989,0.74070313147179,203.60357598562,17.825337539006,12905052,Corn
NTXM-284,20-40,Loamy,20.073457544364,1.3254444030849,6.3764809738693,1.7866977831234,81.987137869202,23.28034256177,91.372739268502,2.2946417556513,131.21689413793,24.231902469765,34.752442121252,31.190419250296,0.24927333227928,101.05972049284,10.748327963295,276971,Potato
NMNX-271,20-40,Gill,27.995240537855,1.3145876858802,6.6804513205432,1.7395557159107,129.57141874956,51.368024467436,209.00585267264,2.2625552407897,170.90516871094,32.140214161542,47.909651702493,127.01928117318,1.7787324424934,195.84886329851,14.078890796855,261147491,Corn
NTTM-242,20-40,Gill,21.897969960452,1.4129596589381,7.0210971936991,2.0366044133842,115.18020240706,25.191624021982,131.97958612621,0.48638635684873,31.127690596513,,1.4648895491716,12.45032394677,0.50492690454772,10.449952290667,1.4371461457636,36909,Carrot
NMNX-32809,20-40,Loamy,20.488198613002,1.4860304089195,7.0584539449281,1.5609118091561,114.35207305493,33.642268358803,88.425492480177,0.85402800299362,67.603776020249,8.5701096330002,1.4058399412031,8.2031217346749,0.50414227632066,13.527026383129,1.3186661067377,116602,Carrot
NTTM-246,0-20,Clay,33.269028164888,1.2648460927289,7.5337866171584,2.7237850475843,24.997565049495,19.33506644903,113.90359343341,1.7389959400955,169.15179313159,12.571319635734,43.636339362706,81.800494630817,0.94789008890717,110.9917905076,16.330049715791,35553001,Cotton
NTTM-240,20-40,Loamy,24.516661823392,1.4346589087137,7.6683980710725,3.4176147024535,,21.170782038551,134.83562278656,1.4764485526677,135.54392921214,12.54764250062,24.190542562848,115.90694655539,0.74277780747276,99.436948566327,14.523365314954,59067671,Cotton
NMNX-33048,40-60,Clay,22.11120142914,1.4910732572064,6.7659130773098,1.3265617345632,111.92724532265,78.416039075927,167.37515391417,1.2651205375723,149.17418337647,11.907108639022,18.563455013408,71.438958821471,0.40892542837469,56.728330106255,9.7057771568266,173599,Pepper
NTXM-282,0-20,Clay,30.190600944115,1.2885455416835,7.2860532264635,1.3482443199617,27.079573818663,18.126602370616,143.92879584508,1.2882219043041,200.74914224933,14.11215406154,,321.66343074893,1.0368681305421,219.88574950825,16.675592690713,,
NMNT-275,0-20,Silt,29.836293370603,1.1136241427684,7.0853000304734,1.7629837943229,181.21544333916,95.82026244514,234.47311909814,2.9115105175617,143.61296323993,29.945907405753,66.11775942417,93.84624069981,1.3588711609649,216.72067903577,22.857324380324,409901987,Corn
NMNX-33415,0-20,Clay,29.356264626473,1.1614444652069,6.6155319406326,1.1382572295515,,61.497979036729,253.53356530488,2.310603432449,159.73487506089,39.559571916551,67.432000960475,184.12702683229,1.0844134264451,255.90564001028,24.820191913552,269015085,Corn
TSPD-2138,20-40,Clay,26.306214335226,1.3539602806635,7.642217520664,1.3812424493197,121.01336066971,52.222200967723,195.50623374316,1.6363481580965,123.28167801975,12.874253225279,41.909955741514,135.19980284786,0.66890279364254,63.731512556396,8.3355628226908,8635651,Corn
NTXM-283,20-40,Clay,24.678733525955,1.471346524013,8.2988896891974,2.1791006608923,14.903646080981,8.3171310208519,73.826449759872,0.76401446229659,193.91126355971,,26.361441305457,179.87756102059,1.3755689003851,104.96530501992,,47139,Wheat
NMNX-33292,,Loamy,22.134466542185,1.5647577969588,8.1549151016905,3.0026231464571,17.489004290072,14.877123762642,97.72438533523,0.72291451593889,141.60858827833,13.671269900132,18.617482184213,44.367466008375,0.55551121201434,101.34640078644,7.3854506762611,123600,Cotton
NMNT-277,,Gill,23.390821243581,1.5353582328479,6.5758235656154,1.4588762613088,95.60533292303,53.402264064122,93.357273186949,2.4366312126359,125.6951553566,14.070291365231,12.033806573849,25.0751937973,0.49053619565274,,4.4369459814818,54863,Potato
NTXM-285,,Silt,,1.3450556430525,6.6913756382897,1.1036807532924,151.31971178111,42.071066480048,173.4136257235,2.1775214775353,80.098490713321,29.461967265924,27.271154864305,148.95172645951,0.82871397026179,86.925060132339,12.614500370188,1259244,Potato
NTTM-248,,Clay,,1.1805647578688,6.0362812451531,1.3873863245382,180.6758928569,96.179490811614,236.76963330153,2.9055285737422,153.05527573283,38.592995106958,30.457603671072,84.885536200039,0.85644978725931,164.04633778438,10.891902546334,158503714,Corn
Karta-249,,Loamy,22.702047600448,1.2456143819337,6.4575525304614,1.9627684728621,128.76817624038,36.450187814281,105.06626566261,0.81413620823337,78.559009151267,17.25380886628,3.8481291581805,10.040311545703,0.77589505168552,16.281298661481,1.48202448592,709132,Carrot
NTTM-245,,Loamy,24.626022665108,1.1317469222991,6.2613519897153,1.1859366661448,82.942100449737,,,,170.59279635244,15.40667551823,43.722230754948,134.38586852095,0.81767501631946,185.14261098443,19.188976116511,14388499,Bean
NMNX-33412,,Loamy,29.178116879243,1.2736591221248,6.3229551207886,1.4606865248382,156.30012575502,,,,121.54308936514,27.435599344939,42.26607047325,102.33234805469,0.82355083717735,117.66444856948,8.3835675159542,296931184,Potato
NMNX-277,0-20,Clay,25.753385391442,1.1934184524211,,1.1823008576516,60.22376987143,66.757190001028,136.81629530107,1.8904633460895,173.11862669579,14.889424527298,49.332136864639,139.40846575813,0.87101178668146,196.57352430387,16.187351621973,37628548,Bean
NMNX-33414,0-20,Loamy,30.687270177906,1.2079936857754,,1.5128856892508,24.00539961819,13.470679673517,141.55074456291,1.2852993863479,250.55302938826,14.258015090197,61.754111912381,298.79547450385,1.0529030439485,164.28464195724,16.024738627473,,Wheat
